,BusinessYear,StateCode,Age,IndividualRate
152299,2014,AZ,25,247.18
476125,2014,FL,46,345.22
340830,2014,FL,24,193.5
422806,2014,FL,38,0.0
185292,2014,AZ,39,163.97
128103,2014,AZ,44,338.24
1039561,2014,IN,26,414.08
737700,2014,FL,29,21.99
106272,2014,AZ,24,201.53
174556,2014,AZ,54,332.48
615636,2014,FL,37,16.92
981830,2014,IN,33,425.39
387096,2014,FL,65 and over,714.04
956526,2014,IN,21,268.81
551043,2014,FL,34,19.45
100363,2014,AZ,39,309.86
433294,2014,FL,53,560.47
445891,2014,FL,26,318.63
248628,2014,FL,57,17.2
4673,2014,AK,31,413.59
275601,2014,FL,30,366.25
393601,2014,FL,52,403.11
1033761,2014,IN,46,460.75
227384,2014,AZ,24,27.66
869506,2014,GA,24,11.81
7756,2014,AK,49,825.7
285076,2014,FL,23,300.51
820079,2014,FL,52,54.95
905522,2014,GA,49,23.9
119379,2014,AZ,24,236.57
509969,2014,FL,34,23.9
94337,2014,AZ,51,62.04
1025539,2014,IN,28,274.6
67810,2014,AL,29,404.4
597741,2014,FL,54,26.67
210695,2014,AZ,47,439.7
926009,2014,GA,56,21.95
871098,2014,GA,38,19.97
511038,2014,FL,45,25.75
246217,2014,FL,38,16.0
117662,2014,AZ,48,325.96
682354,2014,FL,27,19.05
823324,2014,FL,31,26.74
821763,2014,FL,34,33.7
660884,2014,FL,29,30.05
350394,2014,FL,22,254.65
663996,2014,FL,21,28.28
257100,2014,FL,49,620.22
750567,2014,FL,30,24.06
955081,2014,IN,33,327.39
489208,2014,FL,65 and over,863.43
402636,2014,FL,29,331.08
431154,2014,FL,24,0.0
211690,2014,AZ,0-20,195.0
129991,2014,AZ,56,415.23
1012366,2014,IN,44,471.03
205587,2014,AZ,58,766.67
188502,2014,AZ,37,145.0
406104,2014,FL,22,305.75
746144,2014,FL,0-20,217.64
676964,2014,FL,65 and over,29.18
238015,2014,FL,24,99.0
398487,2014,FL,48,475.0
209857,2014,AZ,21,245.12
790757,2014,FL,62,29.68
1028182,2014,IN,51,573.09
1027045,2014,IN,54,642.45
913333,2014,GA,47,19.08
522155,2014,FL,48,534.63
499746,2014,FL,23,256.35
68633,2014,AL,51,515.37
953895,2014,IN,47,434.75
432136,2014,FL,62,703.12
801966,2014,FL,47,29.92
800777,2014,FL,54,49.34
351173,2014,FL,44,353.35
892499,2014,GA,34,1034.0
524072,2014,FL,40,31.0
313259,2014,FL,39,267.61
522435,2014,FL,50,430.39
205851,2014,AZ,32,307.83
18732,2014,AL,62,23.35
157474,2014,AZ,48,31.26
122043,2014,AZ,51,377.26
21459,2014,AL,29,9.9
277788,2014,FL,64,978.16
532288,2014,FL,55,36.94
691036,2014,FL,61,28.58
1028855,2014,IN,57,514.89
1015790,2014,IN,37,399.87
813768,2014,FL,43,26.74
945303,2014,GA,30,188.33
977657,2014,IN,46,398.19
733227,2014,FL,49,21.99
333304,2014,FL,33,308.08
529904,2014,FL,51,548.65
220344,2014,AZ,23,424.76
1048540,2014,IN,47,628.96
966132,2014,IN,0-20,221.14
490433,2014,FL,48,474.7
891614,2014,GA,43,1043.0
398277,2014,FL,22,137.0
711166,2014,FL,24,297.98
1047806,2014,IN,58,982.74
17067,2014,AL,53,23.35
1021325,2014,IN,61,25.47
629409,2014,FL,24,10.76
280318,2014,FL,41,401.58
51849,2014,AL,41,311.3
925690,2014,GA,59,44.51
84748,2014,AL,44,24.08
307922,2014,FL,38,213.2
32690,2014,AL,41,346.72
26541,2014,AL,51,27.83
305865,2014,FL,22,258.56
890036,2014,GA,62,1062.0
985177,2014,IN,22,278.85
644628,2014,FL,43,32.68
735041,2014,FL,64,11.01
132633,2014,AZ,26,246.11
162737,2014,AZ,29,999999.0
525258,2014,FL,51,491.17
358027,2014,FL,21,260.78
251442,2014,FL,40,482.31
540384,2014,FL,64,50.85
739649,2014,FL,64,21.99
179182,2014,AZ,59,532.99
736954,2014,FL,32,15.77
894765,2014,GA,44,24.55
1026515,2014,IN,57,945.4
692245,2014,FL,28,12.1
154003,2014,AZ,27,181.23
457934,2014,FL,25,242.52
756635,2014,FL,26,27.36
649965,2014,FL,44,25.17
410276,2014,FL,36,33.47
31185,2014,AL,37,404.46
463108,2014,FL,47,295.59
935052,2014,GA,32,305.0
616411,2014,FL,57,16.74
555063,2014,FL,56,36.29
440992,2014,FL,34,311.92
242966,2014,FL,53,99.99
454589,2014,FL,38,329.68
191681,2014,AZ,31,262.38
53440,2014,AL,25,290.55
214986,2014,AZ,62,722.99
990928,2014,IN,23,27.33
621426,2014,FL,34,19.56
51255,2014,AL,30,266.03
920185,2014,GA,22,999999.0
653750,2014,FL,50,16.92
749178,2014,FL,21,38.62
1022517,2014,IN,61,1056.87
82564,2014,AL,56,24.08
150279,2014,AZ,29,259.82
653506,2014,FL,0-20,28.66
108760,2014,AZ,62,905.45
896401,2014,GA,24,22.03
272696,2014,FL,61,866.09
45166,2014,AL,46,202.55
690090,2014,FL,35,20.67
688588,2014,FL,51,17.78
1032032,2014,IN,32,365.8
26342,2014,AL,36,9.32
325075,2014,FL,59,606.67
19091,2014,AL,53,15.9
703504,2014,FL,56,698.1
831918,2014,FL,23,33.15
225372,2014,AZ,30,20.61
1024777,2014,IN,58,29.28
792525,2014,FL,36,30.11
470664,2014,FL,59,530.62
463892,2014,FL,49,376.09
23647,2014,AL,55,10.3
678672,2014,FL,25,19.05
898982,2014,GA,24,99.0
558514,2014,FL,56,30.95
291876,2014,FL,65 and over,949.97
571868,2014,FL,59,22.66
65830,2014,AL,40,391.87
581046,2014,FL,55,22.99
713148,2014,FL,53,454.84
107680,2014,AZ,30,271.37
83394,2014,AL,57,19.57
234608,2014,FL,21,99.0
500511,2014,FL,52,28.4
185577,2014,AZ,50,332.02
501670,2014,FL,61,28.27
529725,2014,FL,56,573.75
194184,2014,AZ,59,621.36
869858,2014,GA,62,18.79
228721,2014,AZ,48,11.83
640273,2014,FL,28,16.74
125525,2014,AZ,43,327.88
489130,2014,FL,33,327.56
251221,2014,FL,0-20,245.71
644302,2014,FL,64,17.26
242551,2014,FL,52,99.99
80261,2014,AL,54,23.26
460438,2014,FL,45,289.12
138716,2014,AZ,29,240.97
96604,2014,AZ,64,72.36
807746,2014,FL,31,49.34
1016149,2014,IN,0-20,205.16
75218,2014,AL,60,28.81
948471,2014,GA,24,162.91
42578,2014,AL,41,238.81
27462,2014,AL,52,21.19
348338,2014,FL,52,433.61
647133,2014,FL,54,41.54
345098,2014,FL,42,327.07
361445,2014,FL,28,265.36
300444,2014,FL,25,266.3
402112,2014,FL,36,352.39
676090,2014,FL,65 and over,12.61
581174,2014,FL,34,15.91
56222,2014,AL,30,312.58
147905,2014,AZ,47,304.67
1000266,2014,IN,64,99.99
569053,2014,FL,48,20.34
813059,2014,FL,24,54.95
981676,2014,IN,63,32.11
117767,2014,AZ,23,241.25
75413,2014,AL,25,28.43
401671,2014,FL,64,711.99
899330,2014,GA,37,99.0
52203,2014,AL,37,577.08
266498,2014,FL,39,324.52
284625,2014,FL,28,286.53
834217,2014,FL,22,54.51
620706,2014,FL,42,32.68
31339,2014,AL,59,850.42
922305,2014,GA,46,999999.0
638036,2014,FL,59,27.04
611433,2014,FL,52,24.5
882318,2014,GA,53,11.51
218889,2014,AZ,31,679.41
333411,2014,FL,41,382.92
497226,2014,FL,33,249.65
1016629,2014,IN,57,27.6
651503,2014,FL,31,10.13
106510,2014,AZ,26,283.66
487529,2014,FL,42,305.21
389782,2014,FL,28,302.6
658784,2014,FL,37,28.78
835167,2014,GA,52,52.69
714495,2014,FL,46,291.27
527772,2014,FL,35,348.54
791020,2014,FL,49,48.94
859351,2014,GA,40,310.43
44269,2014,AL,57,409.61
877336,2014,GA,29,18.34
1006050,2014,IN,53,855.91
805584,2014,FL,31,30.35
781087,2014,FL,52,21.99
715202,2014,FL,49,590.59
213545,2014,AZ,23,317.06
712367,2014,FL,34,269.8
174133,2014,AZ,61,489.57
816949,2014,FL,50,54.51
24361,2014,AL,33,16.55
785269,2014,FL,48,24.06
196344,2014,AZ,47,340.7
801205,2014,FL,22,29.92
469162,2014,FL,29,208.6
803043,2014,FL,0-20,29.92
522758,2014,FL,27,293.23
495896,2014,FL,37,301.79
171779,2014,AZ,37,0.0
572063,2014,FL,52,20.87
505256,2014,FL,59,23.73
744458,2014,FL,51,457.28
26513,2014,AL,23,26.63
165978,2014,AZ,26,31.0
1014376,2014,IN,64,796.17
1036134,2014,IN,47,490.18
803237,2014,FL,30,29.68
627920,2014,FL,61,16.92
790160,2014,FL,63,30.35
453974,2014,FL,21,279.94
332356,2014,FL,65 and over,734.06
998068,2014,IN,33,23.79
981652,2014,IN,39,32.11
356165,2014,FL,56,596.57
474834,2014,FL,43,339.41
767003,2014,FL,44,15.99
730036,2014,FL,53,568.49
1277,2014,AK,37,0.0
561910,2014,FL,45,31.13
1041323,2014,IN,48,661.16
773789,2014,FL,22,17.99
587405,2014,FL,38,17.0
5430,2014,AK,44,541.56
520274,2014,FL,27,224.1
575145,2014,FL,24,28.33
1007283,2014,IN,57,799.01
90324,2014,AZ,32,1032.0
1037593,2014,IN,32,468.07
948937,2014,IN,21,164.85
896647,2014,GA,40,36.96
652343,2014,FL,37,17.26
310875,2014,FL,43,388.75
769290,2014,FL,31,21.99
982522,2014,IN,35,300.71
583377,2014,FL,61,22.6
993245,2014,IN,40,38.05
791040,2014,FL,23,30.11
319420,2014,FL,37,276.14
776436,2014,FL,47,16.99
669799,2014,FL,25,28.75
367435,2014,FL,33,335.18
614143,2014,FL,27,18.71
557004,2014,FL,30,19.12
615299,2014,FL,53,25.74
843230,2014,GA,65 and over,612.36
990497,2014,IN,52,0.0
692518,2014,FL,25,10.21
570243,2014,FL,56,22.66
398471,2014,FL,32,343.0
868698,2014,GA,34,9.86
866568,2014,GA,27,17.69
503110,2014,FL,29,26.11
530750,2014,FL,Family Option,24.42
246964,2014,FL,49,16.0
725355,2014,FL,64,791.76
690940,2014,FL,57,28.58
892390,2014,GA,53,1053.0
610972,2014,FL,51,17.26
787452,2014,FL,23,24.06
973355,2014,IN,22,193.4
83811,2014,AL,35,38.48
77727,2014,AL,39,46.84
836667,2014,GA,34,32.76
513251,2014,FL,58,542.34
905413,2014,GA,27,17.65
455750,2014,FL,49,498.5
513842,2014,FL,31,329.04
255774,2014,FL,0-20,227.1
291038,2014,FL,60,1021.93
266355,2014,FL,25,278.25
807542,2014,FL,57,24.25
1003476,2014,IN,33,361.26
248180,2014,FL,23,13.4
791961,2014,FL,24,30.35
920101,2014,GA,47,999999.0
256024,2014,FL,43,473.34
773390,2014,FL,37,17.99
916787,2014,GA,24,36.0
29005,2014,AL,47,17.0
782724,2014,FL,33,15.99
68398,2014,AL,38,350.18
862530,2014,GA,45,516.32
711794,2014,FL,58,557.85
555199,2014,FL,37,20.79
249221,2014,FL,22,303.44
958351,2014,IN,28,234.07
477192,2014,FL,55,600.8
694576,2014,FL,59,9.95
346348,2014,FL,23,211.57
710674,2014,FL,64,863.09
303178,2014,FL,58,388.24
304652,2014,FL,59,672.22
188829,2014,AZ,57,580.42
1072,2014,AK,62,0.0
917316,2014,GA,47,36.0
830785,2014,FL,40,33.97
31115,2014,AL,27,342.39
773526,2014,FL,35,14.99
182791,2014,AZ,45,275.92
5913,2014,AK,49,952.94
705710,2014,FL,37,367.92
272708,2014,FL,62,946.7
235739,2014,FL,48,99.0
332545,2014,FL,22,261.31
566663,2014,FL,30,13.88
79725,2014,AL,62,19.57
738146,2014,FL,64,15.77
318243,2014,FL,47,353.4
349610,2014,FL,44,285.04
668832,2014,FL,47,18.1
15423,2014,AL,42,261.38
959711,2014,IN,46,437.82
31562,2014,AL,45,469.82
239489,2014,FL,26,99.99
865286,2014,GA,41,23.54
206448,2014,AZ,43,319.54
427821,2014,FL,21,33.47
280771,2014,FL,41,409.99
949134,2014,IN,54,561.72
992859,2014,IN,22,27.33
702905,2014,FL,28,245.1
342103,2014,FL,63,508.24
29071,2014,AL,57,815.44
576282,2014,FL,22,25.28
69089,2014,AL,27,245.54
900641,2014,GA,Family Option,25.58
249583,2014,FL,55,473.17
624008,2014,FL,37,10.76
1030114,2014,IN,39,484.8
451693,2014,FL,40,362.21
510965,2014,FL,64,34.47
345041,2014,FL,60,608.37
575139,2014,FL,23,28.08
497972,2014,FL,43,254.29
255834,2014,FL,26,317.83
95594,2014,AZ,0-20,42.53
941936,2014,GA,29,208.0
194515,2014,AZ,50,379.22
981788,2014,IN,37,441.85
744371,2014,FL,34,225.31
271765,2014,FL,60,960.22
941867,2014,GA,61,516.0
237765,2014,FL,50,99.0
490931,2014,FL,40,375.13
90419,2014,AZ,55,1055.0
337701,2014,FL,24,205.05
148938,2014,AZ,22,200.14
106442,2014,AZ,58,513.49
626587,2014,FL,39,26.14
725473,2014,FL,44,369.89
686072,2014,FL,65 and over,29.18
799600,2014,FL,27,24.06
1022163,2014,IN,34,25.98
868606,2014,GA,34,11.81
340679,2014,FL,41,292.97
519950,2014,FL,49,484.78
29898,2014,AL,37,397.68
752650,2014,FL,43,25.93
661711,2014,FL,29,18.34
812895,2014,FL,44,54.51
358368,2014,FL,53,561.7
251232,2014,FL,21,319.46
642792,2014,FL,45,32.68
1020012,2014,IN,51,614.52
980719,2014,IN,23,32.11
526108,2014,FL,27,268.5
989805,2014,IN,58,18.75
899679,2014,GA,64,99.0
193334,2014,AZ,31,284.37
564326,2014,FL,23,27.84
472475,2014,FL,30,255.7
640449,2014,FL,24,34.39
582437,2014,FL,57,25.1
230439,2014,AZ,47,9.81
728327,2014,FL,46,479.34
280866,2014,FL,50,488.09
789897,2014,FL,30,48.94
754490,2014,FL,43,27.65
257556,2014,FL,44,490.15
167320,2014,AZ,40,317.43
2985,2014,AK,61,1470.95
353889,2014,FL,22,242.01
1043192,2014,IN,30,280.14
481313,2014,FL,36,325.33
51765,2014,AL,0-20,160.63
72531,2014,AL,59,831.94
689621,2014,FL,26,19.46
1015987,2014,IN,53,891.46
942538,2014,GA,57,442.0
341558,2014,FL,0-20,130.4
647332,2014,FL,61,22.38
841791,2014,GA,52,384.16
921456,2014,GA,63,999999.0
16641,2014,AL,41,15.9
608822,2014,FL,49,22.88
1022279,2014,IN,43,233.23
612027,2014,FL,27,38.94
1028758,2014,IN,49,502.18
951682,2014,IN,57,681.73
515686,2014,FL,33,312.92
368398,2014,FL,54,555.98
650559,2014,FL,65 and over,10.76
206209,2014,AZ,29,280.52
1034531,2014,IN,42,366.51
286792,2014,FL,53,524.21
31642,2014,AL,56,746.33
543734,2014,FL,44,28.1
249385,2014,FL,37,262.68
521795,2014,FL,52,533.6
614424,2014,FL,29,17.26
661272,2014,FL,39,28.28
532609,2014,FL,27,34.26
958632,2014,IN,35,347.6
515326,2014,FL,37,278.49
346068,2014,FL,21,230.45
259063,2014,FL,43,392.55
784983,2014,FL,38,15.99
512582,2014,FL,45,366.91
28020,2014,AL,58,24.17
908201,2014,GA,33,14.16
326093,2014,FL,62,805.53
625370,2014,FL,28,25.74
275804,2014,FL,50,475.82
888297,2014,GA,42,1042.0
421328,2014,FL,38,24.61
733065,2014,FL,62,15.77
158663,2014,AZ,41,25.01
473121,2014,FL,32,275.08
440967,2014,FL,31,297.79
649952,2014,FL,37,21.39
878960,2014,GA,59,25.89
565537,2014,FL,35,15.09
661726,2014,FL,36,18.34
1035598,2014,IN,30,444.38
421806,2014,FL,51,33.47
541105,2014,FL,24,27.84
143643,2014,AZ,56,755.39
122774,2014,AZ,59,634.92
1030136,2014,IN,42,487.63
312396,2014,FL,21,236.08
294023,2014,FL,35,362.14
566041,2014,FL,44,31.13
621868,2014,FL,25,9.06
399825,2014,FL,52,511.0
126045,2014,AZ,35,257.99
991219,2014,IN,38,31.02
291612,2014,FL,25,329.46
576938,2014,FL,61,25.75
891173,2014,GA,25,1025.0
84720,2014,AL,30,24.08
772889,2014,FL,42,17.99
525942,2014,FL,45,312.21
728186,2014,FL,43,432.25
905639,2014,GA,26,18.11
533522,2014,FL,26,34.26
647111,2014,FL,43,16.92
74438,2014,AL,62,46.84
67357,2014,AL,54,540.18
441482,2014,FL,42,336.48
424558,2014,FL,27,24.61
560513,2014,FL,42,20.97
67411,2014,AL,21,204.71
623816,2014,FL,33,17.98
1033702,2014,IN,39,483.35
386489,2014,FL,38,339.97
845180,2014,GA,37,245.84
503946,2014,FL,37,19.97
162186,2014,AZ,29,999999.0
824004,2014,FL,21,32.88
359252,2014,FL,35,307.06
944274,2014,GA,52,428.0
310484,2014,FL,31,291.72
894682,2014,GA,53,24.55
367245,2014,FL,30,238.37
608951,2014,FL,40,22.88
947675,2014,GA,56,563.27
359552,2014,FL,47,346.63
327002,2014,FL,56,578.16
222933,2014,AZ,29,409.6
121023,2014,AZ,31,173.94
415558,2014,FL,52,0.0
871661,2014,GA,44,22.92
793941,2014,FL,26,48.94
464778,2014,FL,61,729.08
905191,2014,GA,29,22.42
238003,2014,FL,58,99.0
362882,2014,FL,56,745.73
641959,2014,FL,43,13.45
867900,2014,GA,49,34.95
431502,2014,FL,Family Option,17.41
1024629,2014,IN,46,451.41
213359,2014,AZ,23,298.63
293951,2014,FL,45,459.29
229292,2014,AZ,58,40.63
667209,2014,FL,64,35.45
100053,2014,AZ,23,237.44
970663,2014,IN,32,251.84
19816,2014,AL,42,9.9
705467,2014,FL,34,371.81
65089,2014,AL,39,325.95
615349,2014,FL,32,18.34
40079,2014,AL,47,343.0
443008,2014,FL,28,316.58
963757,2014,IN,46,359.57
849112,2014,GA,46,590.04
762149,2014,FL,0-20,17.99
914752,2014,GA,55,23.21
756720,2014,FL,65 and over,35.7
677273,2014,FL,52,10.21
855836,2014,GA,57,543.52
655742,2014,FL,34,9.06
110573,2014,AZ,57,574.95
419596,2014,FL,51,0.0
1029739,2014,IN,41,420.46
201660,2014,AZ,42,176.44
728197,2014,FL,54,680.07
429050,2014,FL,37,33.47
503887,2014,FL,24,19.97
134341,2014,AZ,39,223.16
1003910,2014,IN,0-20,199.86
9343,2014,AK,45,494.17
290038,2014,FL,0-20,140.44
1022384,2014,IN,51,548.73
612174,2014,FL,54,37.8
879276,2014,GA,33,18.73
731075,2014,FL,34,238.59
541285,2014,FL,60,36.63
437956,2014,FL,65 and over,1004.15
184869,2014,AZ,47,314.82
609211,2014,FL,24,22.88
383839,2014,FL,47,432.05
869588,2014,GA,65 and over,36.67
177022,2014,AZ,41,203.55
270602,2014,FL,36,233.36
26166,2014,AL,44,19.87
901483,2014,GA,23,38.64
589739,2014,FL,45,18.89
594047,2014,FL,40,25.31
9680,2014,AK,0-20,76.5
924311,2014,GA,60,778.25
1012091,2014,IN,23,27.33
41481,2014,AL,51,318.38
187446,2014,AZ,56,486.99
618820,2014,FL,65 and over,16.14
624970,2014,FL,58,38.94
962785,2014,IN,52,621.93
575061,2014,FL,54,31.13
1035875,2014,IN,61,920.44
514579,2014,FL,32,285.36
880785,2014,GA,52,15.71
966473,2014,IN,33,451.62
355512,2014,FL,51,591.92
663526,2014,FL,62,15.8
846937,2014,GA,25,236.41
807007,2014,FL,28,49.34
215040,2014,AZ,29,285.24
348194,2014,FL,26,231.49
696007,2014,FL,64,28.32
600895,2014,FL,34,32.85
902225,2014,GA,34,31.9
16817,2014,AL,33,24.34
417629,2014,FL,35,24.61
951591,2014,IN,42,370.66
223102,2014,AZ,22,238.22
899879,2014,GA,34,99.0
570181,2014,FL,44,31.13
940878,2014,GA,47,307.0
521762,2014,FL,35,334.05
94628,2014,AZ,0-20,49.02
902132,2014,GA,61,34.29
947769,2014,GA,58,505.34
14316,2014,AL,62,99.0
943734,2014,GA,21,143.0
320329,2014,FL,32,257.21
255852,2014,FL,27,205.36
1034303,2014,IN,60,1062.56
502917,2014,FL,0-20,23.81
61063,2014,AL,44,558.19
368813,2014,FL,32,317.12
116467,2014,AZ,39,310.11
81854,2014,AL,23,19.57
690535,2014,FL,0-20,27.05
343084,2014,FL,47,370.79
757031,2014,FL,54,504.24
661561,2014,FL,46,28.78
177058,2014,AZ,48,271.03
178453,2014,AZ,51,369.02
893878,2014,GA,31,24.67
629522,2014,FL,34,38.94
635129,2014,FL,32,10.13
745435,2014,FL,62,870.09
482383,2014,FL,48,395.33
302521,2014,FL,52,528.57
267033,2014,FL,47,550.95
712226,2014,FL,52,438.19
30964,2014,AL,51,21.0
410438,2014,FL,56,0.0
1009621,2014,IN,56,992.91
307098,2014,FL,40,250.51
432878,2014,FL,52,644.29
4541,2014,AK,50,628.48
60403,2014,AL,63,868.51
847060,2014,GA,49,376.63
289129,2014,FL,26,288.39
802953,2014,FL,22,49.34
1048259,2014,IN,62,1132.02
237923,2014,FL,24,99.0
660466,2014,FL,50,10.76
661087,2014,FL,39,24.5
1025970,2014,IN,61,709.55
61017,2014,AL,33,439.55
1019049,2014,IN,21,156.98
279255,2014,FL,27,297.09
558359,2014,FL,25,19.28
287978,2014,FL,48,370.94
808141,2014,FL,58,49.34
830457,2014,FL,34,33.15
38768,2014,AL,61,640.53
145513,2014,AZ,62,758.86
127412,2014,AZ,55,603.57
97920,2014,AZ,46,49.76
873898,2014,GA,58,18.34
1892,2014,AK,26,571.99
2550,2014,AK,0-20,391.66
376021,2014,FL,48,520.04
259923,2014,FL,29,314.51
492379,2014,FL,62,821.03
506771,2014,FL,56,39.74
963641,2014,IN,26,349.77
678571,2014,FL,62,12.61
331222,2014,FL,50,404.0
302113,2014,FL,32,287.92
108554,2014,AZ,21,320.91
628906,2014,FL,48,20.18
84807,2014,AL,27,19.57
446893,2014,FL,46,388.53
44847,2014,AL,49,241.39
602250,2014,FL,55,27.18
28512,2014,AL,23,315.84
417993,2014,FL,35,24.61
935693,2014,GA,22,246.0
1039273,2014,IN,36,298.56
639614,2014,FL,0-20,28.66
602604,2014,FL,41,27.18
1043373,2014,IN,51,460.08
613982,2014,FL,38,27.34
167175,2014,AZ,33,288.8
782981,2014,FL,60,15.99
786499,2014,FL,36,29.92
1025599,2014,IN,33,345.96
308738,2014,FL,32,224.12
157750,2014,AZ,48,24.82
361776,2014,FL,55,497.39
75569,2014,AL,43,28.81
823917,2014,FL,26,54.51
455845,2014,FL,52,525.28
984010,2014,IN,51,522.71
232781,2014,AZ,43,11.13
599107,2014,FL,40,32.85
771474,2014,FL,53,15.99
942887,2014,GA,35,261.0
835901,2014,GA,50,52.69
620895,2014,FL,45,18.41
550312,2014,FL,26,19.45
685678,2014,FL,39,19.05
715350,2014,FL,33,233.81
223957,2014,AZ,58,11.6
213068,2014,AZ,42,312.01
71156,2014,AL,38,323.69
393919,2014,FL,27,286.29
291786,2014,FL,0-20,208.98
862124,2014,GA,53,592.6
427208,2014,FL,37,0.0
367659,2014,FL,53,458.59
824549,2014,FL,60,33.97
619539,2014,FL,57,37.8
781005,2014,FL,62,15.99
69300,2014,AL,34,384.58
652515,2014,FL,31,17.26
283307,2014,FL,59,555.27
550903,2014,FL,52,23.51
192555,2014,AZ,0-20,172.9
539679,2014,FL,61,38.93
42193,2014,AL,56,441.69
612251,2014,FL,47,23.01
782313,2014,FL,36,15.99
607091,2014,FL,0-20,27.6
84077,2014,AL,30,19.57
626606,2014,FL,48,26.14
592461,2014,FL,64,38.03
215718,2014,AZ,61,674.79
17586,2014,AL,0-20,28.39
617285,2014,FL,34,16.92
731613,2014,FL,42,11.01
498284,2014,FL,33,160.7
339737,2014,FL,30,234.56
1027599,2014,IN,52,574.57
3456,2014,AK,63,1523.79
559766,2014,FL,31,19.62
140307,2014,AZ,59,464.3
1022542,2014,IN,63,887.71
588550,2014,FL,37,21.66
554785,2014,FL,46,23.71
379972,2014,FL,45,383.45
852107,2014,GA,47,477.45
245830,2014,FL,65 and over,17.7
325605,2014,FL,48,466.77
235668,2014,FL,23,99.0
189911,2014,AZ,49,309.35
438745,2014,FL,60,815.93
1004442,2014,IN,65 and over,923.91
398338,2014,FL,37,393.0
293932,2014,FL,35,320.1
263642,2014,FL,45,402.5
656202,2014,FL,34,28.66
911715,2014,GA,46,33.91
44997,2014,AL,61,379.44
405246,2014,FL,37,354.59
454164,2014,FL,27,277.0
755315,2014,FL,40,27.65
400684,2014,FL,37,300.0
689887,2014,FL,62,27.05
291461,2014,FL,42,428.46
669235,2014,FL,65 and over,10.76
104750,2014,AZ,42,325.27
562645,2014,FL,54,23.44
742985,2014,FL,40,15.77
158064,2014,AZ,40,30.56
741777,2014,FL,48,15.35
379552,2014,FL,65 and over,748.3
634437,2014,FL,54,10.76
986673,2014,IN,56,23.79
360401,2014,FL,58,579.87
292782,2014,FL,58,803.63
660214,2014,FL,62,15.8
592693,2014,FL,0-20,32.85
420901,2014,FL,30,33.47
644861,2014,FL,22,15.9
886318,2014,GA,51,9.37
970986,2014,IN,55,491.67
315065,2014,FL,22,220.21
916877,2014,GA,22,36.0
335121,2014,FL,22,314.18
1040766,2014,IN,28,412.12
330357,2014,FL,32,283.92
366604,2014,FL,31,276.26
331592,2014,FL,51,459.98
1043523,2014,IN,21,390.0
490008,2014,FL,37,434.27
4220,2014,AK,32,478.22
613625,2014,FL,44,10.93
624547,2014,FL,31,18.41
399139,2014,FL,56,675.0
659440,2014,FL,43,28.28
188320,2014,AZ,47,244.78
750311,2014,FL,50,40.36
81150,2014,AL,39,19.57
124500,2014,AZ,36,213.9
620436,2014,FL,45,13.45
316242,2014,FL,58,586.39
770921,2014,FL,52,15.99
876061,2014,GA,36,18.34
65271,2014,AL,38,291.54
429886,2014,FL,49,24.61
937982,2014,GA,0-20,153.0
943319,2014,GA,30,240.0
414121,2014,FL,57,33.47
270315,2014,FL,53,906.14
14844,2014,AL,29,287.19
462267,2014,FL,34,251.28
367803,2014,FL,33,384.68
876265,2014,GA,46,10.66
476647,2014,FL,62,816.17
172967,2014,AZ,58,582.52
897842,2014,GA,39,24.67
990685,2014,IN,56,38.05
477521,2014,FL,62,860.89
142667,2014,AZ,45,403.28
718560,2014,FL,31,248.27
158557,2014,AZ,27,31.26
1041105,2014,IN,23,379.11
872108,2014,GA,37,16.47
634045,2014,FL,42,9.06
767817,2014,FL,30,21.99
189179,2014,AZ,50,421.55
880639,2014,GA,25,44.67
997855,2014,IN,50,23.79
345947,2014,FL,53,466.39
659050,2014,FL,32,9.06
889359,2014,GA,31,1031.0
90101,2014,AZ,22,1022.0
74045,2014,AL,24,201.51
636419,2014,FL,33,25.74
23617,2014,AL,25,8.34
648189,2014,FL,30,20.24
241917,2014,FL,62,99.99
57172,2014,AL,38,385.32
681267,2014,FL,44,12.1
31872,2014,AL,43,395.04
338402,2014,FL,52,489.08
691822,2014,FL,65 and over,12.61
996728,2014,IN,27,27.33
184670,2014,AZ,53,432.09
292250,2014,FL,22,289.67
181875,2014,AZ,46,277.69
957688,2014,IN,46,437.45
688559,2014,FL,22,12.1
985424,2014,IN,39,275.58
141003,2014,AZ,45,0.0
921052,2014,GA,54,999999.0
568275,2014,FL,30,13.88
1014464,2014,IN,25,28.16
800792,2014,FL,23,30.35
718209,2014,FL,53,804.73
627289,2014,FL,22,10.76
807629,2014,FL,52,30.11
946910,2014,GA,27,254.81
805998,2014,FL,31,29.92
179777,2014,AZ,40,339.83
474913,2014,FL,30,280.26
1032322,2014,IN,65 and over,927.54
664083,2014,FL,65 and over,9.06
488848,2014,FL,27,294.1
575732,2014,FL,50,20.52
555869,2014,FL,33,19.28
519225,2014,FL,55,31.0
173657,2014,AZ,58,528.91
1033894,2014,IN,60,573.35
259573,2014,FL,44,489.99
461339,2014,FL,26,203.95
133959,2014,AZ,36,222.75
70160,2014,AL,65 and over,1361.52
100155,2014,AZ,43,375.9
729397,2014,FL,58,395.61
462904,2014,FL,27,200.74
98913,2014,AZ,45,0.0
731734,2014,FL,54,21.99
417479,2014,FL,63,0.0
896355,2014,GA,24,24.67
